word,sentence,pair,re-sentence
big,"Yeah, I did. I think it sounds y'know big sistery, y'know, Franks always late.",large,"Yeah, I did. I think it sounds y'know large sistery, y'know, Franks always late."
chance,"No, I know, Im just nervous. Y'know its just y'know Moms dead, dont talk to my sister, Grandmas been sleeping a lot lately. Its like the last desperate chance to have a family, y'know, kinda thing. Youre so sweet to wait with me.",opportunity,"No, I know, Im just nervous. Y'know its just y'know Moms dead, dont talk to my sister, Grandmas been sleeping a lot lately. Its like the last desperate opportunity to have a family, y'know, kinda thing. Youre so sweet to wait with me."
divide,"Well I-I-I, that kind of thing requires some serious thought. First, Ill divide my perspective canidates into catergories....",separate,"Well I-I-I, that kind of thing requires some serious thought. First, Ill separate my perspective canidates into catergories...."
serious,"Well I-I-I, that kind of thing requires some serious thought. First, Ill divide my perspective canidates into catergories....",grave,"Well I-I-I, that kind of thing requires some grave thought. First, Ill divide my perspective canidates into catergories...."
big,"Well, so, now, do you guys have a lot of big plans?",large,"Well, so, now, do you guys have a lot of large plans?"
friend,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars. And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",companion,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars. And, oh, um, my companion Larry, he wants me to take a picture of a hooker."
ask,"Yeah I know what I wanted to ask you. Um, can you roll your tongue? Because I can, and my Mom couldnt, and I thought y'know, I figured that was something I got from our Dad.",inquire,"Yeah I know what I wanted to inquire you. Um, can you roll your tongue? Because I can, and my Mom couldnt, and I thought y'know, I figured that was something I got from our Dad."
hard,"Yeah, its hard okay, I only have two spots left.",difficult,"Yeah, its difficult okay, I only have two spots left."
right,"Oh, well um, not right now. Y'know Im just gonna go to bed, I think the fumes are giving me a headache.",correct,"Oh, well um, not correct now. Y'know Im just gonna go to bed, I think the fumes are giving me a headache."
close,"So far, it kinda blows. I dont know, I just thought y'know that hed feel more like a brother y'know, like you and Ross, just like close and connected and....",near,"So far, it kinda blows. I dont know, I just thought y'know that hed feel more like a brother y'know, like you and Ross, just like near and connected and...."
close,"Oh honey, were close now but you-you wouldnt believe the years of-of nugies, and wedgies, and flying wedgies, and atomic wedgies, and.... Thats where the waistband actually goes over your head. ",near,"Oh honey, were near now but you-you wouldnt believe the years of-of nugies, and wedgies, and flying wedgies, and atomic wedgies, and.... Thats where the waistband actually goes over your head."
finish,"Ah-ah-ah, now you started this, you will finish it.",complete,"Ah-ah-ah, now you started this, you will complete it."
big,"No, no, you can get one yourself. Itll be on the house! Y'know what are big sisters for?",large,"No, no, you can get one yourself. Itll be on the house! Y'know what are large sisters for?"
right,"All right let me see.  Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel? ",correct,"All correct let me see. Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel?"
ask,"Okay, Jasmine, can you, can you ask Mr. Whiffler if he can wait for like five minutes.",inquire,"Okay, Jasmine, can you, can you inquire Mr. Whiffler if he can wait for like five minutes."
end,"Whatever, its the perfect end to the perfect weekend anyways.",conclude,"Whatever, its the perfect conclude to the perfect weekend anyways."
great,"Well, no, maybe-maybe it wasnt perfect, but y'know it was pretty cool, y'know, cause we had all those great talks y'know.",grand,"Well, no, maybe-maybe it wasnt perfect, but y'know it was pretty cool, y'know, cause we had all those grand talks y'know."
great,"Yeah, um, which ones in particular were great for you?",grand,"Yeah, um, which ones in particular were grand for you?"
guess,"Yeah, I guess I do, yeah.",estimate,"Yeah, I estimate I do, yeah."
guess,"Yeah, I guess I do, yeah.",speculate,"Yeah, I speculate I do, yeah."
friend,Then I go feel your friend up and make you mad at me.,companion,Then I go feel your companion up and make you mad at me.
right,"Okay. All right, this is my favourite part of the weekend, right now, this.",correct,"Okay. All right, this is my favourite part of the weekend, correct now, this."
big,"Yeah-yeah, so big that it actually makes our doors look smaller! ",large,"Yeah-yeah, so large that it actually makes our doors look smaller!"
glad,"Yeah, well missy, you better be glad that list is laminated.",pleased,"Yeah, well missy, you better be pleased that list is laminated."
famous,"Well, yeah, kinda. Um, but thats okay, see we have an understanding, um, see we each have this list of five famous people,  so Im allowed to sleep with you. No, no, no, its flattery.",renowned,"Well, yeah, kinda. Um, but thats okay, see we have an understanding, um, see we each have this list of five renowned people, so Im allowed to sleep with you. No, no, no, its flattery."
fit,I bet ya ya I could fit in there. ,suit,I bet ya ya I could suit in there.
answer,Im sorry the answer there would be...none of us.,reply,Im sorry the reply there would be...none of us.
different,"Well, thats really a different question.",distinct,"Well, thats really a distinct question."
hard,Im sorry I find it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies.,difficult,Im sorry I find it difficult to believe that a group of people who spends as much time together as you guys do has never bumped uglies.
find,Im sorry I find it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies.,locate,Im sorry I locate it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies.
answer,"Okay, okay, well then answer me this. Has any of you ever.... almost?",reply,"Okay, okay, well then reply me this. Has any of you ever.... almost?"
find,"Im never gonna find a roommate, ever.",locate,"Im never gonna locate a roommate, ever."
close,"Yeah, y'know how I have you guys, well she doesnt really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think its gonna make a difference",near,"Yeah, y'know how I have you guys, well she doesnt really have any near friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think its gonna make a difference"
